20,"NY 5cab7b76e6aba85c2e64375084ce8ea4, 8543690c7774bc14844c4cfd012d6fe5",7809
21,"WV e4433f943ec8670ec0940c5c77bd67ba, 6f9e70c919b6d5791fff5731b143eebd",23453
22,"OK 54f512dbfc4d5f4b29147c45bf717a3e, 983f1b0b3ddfffa327044bf492cf6d16",10557
23,"NC 7dd0c1d9e78fd89e91b98854b3f6d455, a09a70acc036a6e4c86acb169214b213",16530
24,"PA 18d3076b2147e6c6b8eadfde4a6d85ab, 100debf6c3a61df9329af3eee91c01fe",848
25,"OR 9beb0953ba81ec3a71f3dce845adab68, 44dbd27c80e096ba17285763842438d7",21263
26,"TX 0b8a8b9893c1116378495d5a76fa4b76, f72a543ed1a4fd81549c536ea668a6c6",24106
27,"AR bd3bdafde8fa832fa8faf9c39099dcbf, 4d4e65133d2fe4abe8d6d2b8a62904f4",9255
28,"TX a2a691071f1355596454e0c03ddebcb4, 99ebedd063568d208753c98bde128fae",973
29,"NC 09733e66cec33875bf767f6c2540d35a, 280defbc59431b0fbb33a4c1981e8223",20377
30,"TX 53ae0330f2e67c2d07cea148eff7c20e, 36478424aa3f8bf276a2abe55a053e17",13276
31,"KS 083d1a3548f5a5e81fa1b1ee9d97a670, 14ecf1aab2ee5282157b0f9486a6d76e",25424
32,"NE e1605121b46a0a2c22c6285678566a24, 6d2c8507c55f1fd11a9dea288079c31b",22861
33,"FL 47d013bb52be23ae6088cc4901f676f2, bd7b61adee582907ff3836896413eca7",5408
34,"MN 0744f837fdfc3de916ab2e5b70a9d891, 0b0b964c6ee5d50adca773b9e95a90c1",12598
35,"MT e86d5279e95e0b73aca2f5ac5e1d105d, cf058242f02d97ea8d7c43d770ce49b1",9444
36,"NJ 4c0ff8caff9aa081eb8c8e5db9726290, 64f540c7eb744664c1d82fc63b91d89d",22675
37,"TX 4aed312ae7d7f5b76c0aa3afa186891e, 8956be4abf0185cbea3db6773af0098b",27760
38,"IA 66164f51e6053d7e2a65f97293b451b8, eb83159a889ff953e5a3209c60eaa86d",5179
39,"AR b424bca698033d3775a1b83c712fe0d0, c872cc211bad9abe2ab4bb1c4687d3b7",26733
40,"OK 103bdf33dc37a416628340059a20db8e, 2f17e4729fa2381244b146d3c40b8610",7812
41,"WV fa8a218c00e4b85f42bfcd128a72eccd, 1c1c5c4daf354a3733b6de339be80e9c",21904
42,"OH 2c2891606b68c9d5f3d6be286bcc13ac, cfa77ae2418ad8d9d411e70ab8dd94b3",16216
43,"MD 0cd18b85d50eb05cabead1cd1dde71d3, 3154ae78d4ad25cbf935de8ce33acde9",6827
44,"OK 89691122cd6cfc5d788243c5c6db1a1b, 6f5ecc2288644ef9bc1cc644f46e20f0",27626
45,"NJ 16c3c671db520b2e0ccd632afed02b04, 18a854fd34ccd36bea27b1905aa7880b",24727
46,"IL 58f9c1f70a067790e0077458a80ff4ca, 489f2eb21d5960320fb64f2fe9027fb8",28609
47,"NM 5ff27ca33c89420b97ccc36ddecaa2bc, eaf818973a2e8aad211eaec2bc655344",7276
48,"AK 0c2f7d5f6167f85351cbffb7096e8713, 2af5ed506744b37635e53a154f013601",5754
49,"NE 1d3f0f07de9d5b6cf9c3bd966bb37dc3, 92ed1b8a7d3062f01e16c8f6bc99cb16",26264
50,"CA 9a6d25ba78588e3543b530d52834fb14, 5d90c6ce2c767ca7cad1900c401e0b82",331
51,"NY feede000789903f7a6e0f86010c9e58d, 89e11ea1b8ba0510fd33d1317e39c1be",9762
52,"PA 22efbc09e2faaa8ccf4fa571a302c848, 8a6d08b4340c657316886e1bd0fa4466",7999
53,"OK ec0d40ccc8f657491931bec94aa5ead1, 71722564575af2808ca937a8c5033315",23559
54,"TN 2d22ae8041d9ff4a58734ddc93a709b1, 3be764935ac01e80a7c34db84645097d",28973
55,"IN be0d38b14969865e97f7319d51aab47a, cc4731910ebed08b5481015ad3a5c295",13860
56,"TX f3408003cecabd393fca4cd650fbad2c, 8693be7ff49453ec3aae8da1f3b954e6",9282
57,"ND efc86205c2102a0ab406b5403f569e2e, 6cd883adf2720ca594af8f503e58f71b",943
58,"AR 1fa03dfda8f04047ab077b87db736673, e09072c0ef191713e2e7ba843b1550a9",16867
59,"NC 5331ab41d48a4b2952aa6f53154d0dd8, 0c5d214402b07ef1855a67196aa18791",858
60,"SC 2d27c7544ad43a391a0b836422aed627, ed71c4cdba32cf71b0654ed0ab9761e3",13968
61,"MN a11d228bd0d5eef8632e365f820cab5b, b0c4f535e070cebc2a253e70f4e8b1a1",18222
62,"TX ef5105620f34789de5b8c7985ca86fbc, 8c68b3be416e3140806e53553f0769f4",13883
63,"IL a3f6f8045c91c2525b1db8f0005cfd46, e2421ca72c7b70eb59ab43148019e975",29063
64,"GA f0a480ab0300d43588590f5265ef5acf, 344898db897c7279037681789eb93293",8841
65,"NJ a21d9ff497957345978e868ca97e70ca, 31e9ed6ebf44c9986f0d859b3be4ce5c",23881
66,"WI 9b16b39b947ba9ec87616f4c1a35101f, c65f665ce75d5e0c750bed8f38756221",20288
67,"ID 5dc6de93c2f91bf66184af4109215488, 6c4e40d6eba4a21667e797a081efae59",21763
68,"NY efe95fc77500498a7a2ae166b6f6fb45, 162d13fa3bcac733da456a7a97faab17",579
69,"OK d7f500f1df4df8f45d25c753b2019cf2, f4398a61711962da36ba5627e9b35491",18083
70,"LA 6789745b65cedf5c8a23e10213debc3f, 75cb65ade74f3505b08d89273c545143",25371
71,"MO 0ee5a3dc74956afc4e36a93dc07e42d9, 84807430ecba02caf003632aacc69650",14836
72,"AR 2b8456cea0a554199c2d537963a689e7, e3655cefb965f0ae617cae055c84a0cf",4760
73,"PA 9b0e7688aa4d0de262c260c07547fd1a, c91fe9bd84775b4eb57609cdcb7409a3",5636
74,"OH 3835218359670399fa67500e6423e5d1, eb38c6bc6e06f3a5a9f06f04c63e9bf3",9606
75,"MN 85d9d7a73789e1fc7f8abadd6eb432f8, 71cb451432fd00c479f7f69fdbdb8039",13681
76,"NY 856dde4b724592c187ef497983eb282d, be56c086175b25f9dbc6d0a5ea705c1e",23330
77,"VA 5306a74f15aa228c032d3940a2fc4f91, b9aade8b026635eca0ad97f07de266d5",12235
78,"AR 585eaad235302699bfba0b3ef8dd1873, b30111492adb65968a9abca0570ad1e8",15188
79,"AL d9df4bf61686bf34ae6cee6a62c96736, 19b6d0ca540f3374c5b6053017d4f791",27855
80,"WY 425317f81db7844f5a50ca7b30d029f6, 328a854456d63c78d71e6cdcfacfc537",11803
81,"TN 0e495f1e1efd8db248000ada82a66493, 76989e852829cde9eba1fc3e8f204ed7",762
82,"TX c48a631ee84743b317a396535741d2e1, 7e354e690ac1b951f4b755323ee200a9",16294
83,"ND dbf52d2aa239d55a107dc8b655de8115, 7039bd9c581bb8ecd175f0b6dd188d78",30075
84,"GA b6d6d253cdba8adac233563f418997c8, e3fab4720e1aa2e51578e29162a12d72",13720
85,"MI b874bf215cba6e7eaabb4b450f01d6ba, bc4b1538d0c5968c633875d7dab50014",1438
86,"WI 89c77a04edf8dda91155b81103866c23, 7c6ffcbab9614e20ed88deecc43ece00",9607
87,"TX 8e578bed5f77c9ce80f831b06045dd64, 305e292f7731b54830ff97842369efdc",29990
88,"FL e6ac1d4f7241fbc3a4f9f3827da87dd0, aafabfee91e273486893c40fefddd7de",20224
89,"TN 8cb5930ec9c7953248dcae441acacc23, ce97fab68541b602ea16107561bd3256",17674
90,"NM 09ab2f3693063f03077af41ce4266841, 2389e1f7cb59a4b679089bf3d14a763b",21374
91,"FL fbc60eb015d2369c74683fccdf77e818, 3e6c34e78d25c8a40605f01c135597ec",11157
92,"NY 8988b83c8f3f5ba9251ca7050898255b, 2a68e3eca0f2ce4d387110e918e749b9",6691
93,"MO 156cc52f2b22868f08a37b2b2388c4aa, e1a0cf655f52afd6f518f6b7142beac7",24496
94,"IL 129710fdc1ba2bf5ce3c87dae29068de, ee810c7cf48a266e92c0e725fa9b065e",27819
95,"VA 0d2fc0bbe344ba367c3f3be105683ec9, f78005242fcc0d5b312a8eaa55b8efd8",2847
96,"FL 7c01989db671e9f01ce14c2c199cb080, 824d95f0bde0b9d689fef7b8d8621436",20790
97,"SC 4879d6b56cac6b46930c7861d04fac6d, e8d5c76021afdc86f6da6194a60165ba",1978
98,"NJ e9f1a2fbedfee182ecac208b2f59a6a4, b908e4f8adc8ecd4e7801e971df59b4f",3576
99,"SC 33bac820fccac26aa0702fc7257cc91e, 5e8f1cc5dcbdcc5ebed051803be70005",15770
100,"AR c19738380105a3be12ffbf9a0c07facc, a757a82d763346480f93156a325711e6",11944
101,"SD 0a03f41de3d98c3d4d8afcee41ad3eb5, d53f862c80863f9be59b55de33f9b6fa",1010
102,"IL 5fc47c98959440290e9d6277772a62d9, 0337e3c2498553ae682fd2e7b57aec18",20882
103,"PA 4aecec9c1010814a6b062cb41dff149e, b143869605a03d00fe70ea9ad427155c",9952
104,"MI f58671cf37e72c10b8581ba412b09aa3, 0d82b8c64ecc127b3a434be4a0b3c9f7",13718
105,"NC 555ca113734913bd4c0c68178c580620, 295b3c59a2fd1fe16ba4166a69e2ed52",20398
106,"GA 1d2a334d6702b11f6021cee90c3b4b77, 171ae8356a6336f7525308d2e9a19dfb",24547
107,"AR 2cad6013d9b9a246f80e3472dea212ff, cb7fdff73e36e4f1290fa9784bb6d5d8",28492
108,"AL 07ebfa862d02b78a5e441d082629649c, 55ec0f1f28255c5751c370014869e728",3207
109,"LA ca4a47d612359d9ee22b31d131171b16, 4051a5f7b6477914d31c72d3450afc7f",1948
110,"SD 4bbb621800db3c9a2f6da13cd6e5b510, 8267e13d756f717847c0f16b8a7cdf12",16213
111,"CT 894438478943defd5cde3ea17e5c57d6, c451053d4c7b804b44777f0a64802d61",29552
112,"CA e65ac95dbcc7d0c53d8dc4870f1eee05, 61a201e2e9b6808b47bba2af37a6c747",9935
113,"IL 461a8e0a0c2411912e1550205dbae088, 9fa45c30060a899c17d0ca195f650812",23563
114,"SC 0c54b39e1df0e3ae185d2f9cd4b4b4c0, cc012ad633805c9bae165f36f3e12453",1978
115,"IL 40bbed0efbff85f3b631413f4e602da0, ae8eac37d234c4ae062220d5437c992a",27288
116,"IA 79482058c106db8a00beba0e7dfae6bb, aeeb9ee2c61fc1f13ef2af4de63777f7",9009
117,"OK ba21f61e76c68c61b1a2206991633dd1, 45a36aea3f1fd75845885c64093b7390",26175
118,"NH f12c4f0188254ed28e8c59516688b9b6, d9073c4e65910e0d808805c8183af1ac",19508
119,"IL 94dbf7a290441043791e9703d4fa2603, a83bfbed7a3ab4de62b6189b951e6a80",7143
120,"IN c5baf8c203e94c3cf2542c99c5948635, accc51e6935cfbe1b9eefd4acca20b5b",2980
121,"MI 0605fbd9a1b4c8cddf6557135a625e9f, ed51fb1d7f8c72bc78dacc62d93659b4",10351
122,"PA e3980211a7e2c5c81c370e233f2f7f96, 6bee530f8045770bb261fa6b445f2182",3373
123,"PA c6d97670fd6cd42ae6eb9b725dd47e37, b82cddabca84b41524baa6bcf8a7dfac",21690
124,"CA fcb79c04a03955b6b0ceef003817c439, e188c278d6626866a5ed04844cef0fe2",28386
125,"IL 52c38c9aa911c455e7a9055bad15cafb, cf6fbfb95c5c9772803cb758388bd381",28908
126,"TN 75d0b523b96921d1dfcf410fae85c7f1, 50c9155785594866d6234d1b5372bb2a",14665
127,"NM fdf5708112131a12f5a960d0680e752f, f33150d300cd179d929e71eadfd50738",10764
128,"NY 76172f58677926afdc533c0cc595bf0f, 385488383dad0ae2cc2d4e3a922e2185",14419
129,"MO aefda011e6629825fcea2315718e92b3, 28a9c3a4eb9389303933c7f14e7cb6c2",6985
130,"OK 5a0e35dfaa6694883a06c746cd26b3ad, 0229a46429e9243ed4c689f98795df49",19932
131,"OH 46cebe447908163b85053b10ddd15a66, 92fd7d93548fe128dcd16fc05a2fe8bf",16796
132,"VA 062076cc2269383523c7deda4136b1a5, 0f60b17a48e815f18153087ad45de062",11677
133,"CA 29d8cf46749fac5a579a1e7c4b80ee38, bdca96607b80ff4d52119504abe5af55",19868
134,"MT 83bc4df07eff3a2fe7cc875b2dc28692, 65cd67d2bb14f70b80e48db3eede32fb",2544
135,"NY 973927cb62fbe21f40f17ac6590f96ae, c522fc4ce000b3e9052066e6b8ed0bb7",9898
136,"NY 576fb8332950623716a0d0960bb17d4c, 3bcd2171ed3cb008f3119fe7d7c88f84",18034
137,"NJ 5cb0933104b4fefc277b93effa844cd7, 5748386cee875fd65265e98c19bedddf",18512
138,"MS 5bcef21ac4ffffcc108fc291151af051, 58a8a8f325b8dea752381c69cd0419cd",20133
139,"SD 260eae32f82d157277eb9a2252ffbbe7, 420093bc18b98f08fbc666b90c907733",19320
140,"TX bfdcc25519b666cffb35b341ef88c754, 1cdefb3a585209eaf8a285f9a565de23",13558
141,"IL 1b116e9bf1c9cc5063ff32361403ceba, d5ea5b024418165e5c883a617eb830cb",15145
142,"PA 4e0572c9802dcf4b3dbf8d0abbe2defd, dc297a046040a7dc8f5a930c006eb5ff",9463
143,"PR 71f616fdc8141a326849b8c8f2f3f79f, eabd3c7adb3fcd9e9fec9eac3c797f1c",6404
144,"FL 2bc7cfe87ca29412580e8c9c2ac10547, d8e30da3b7d78103c51fdaab9b8071c1",12173
145,"NC 4706b88e935f040275c1c78e6195e24d, ab34f6a044eace2c4f59fe39c9c6703f",4004
146,"NC e749da7e28b744810804134b4738f484, 218e6782a546eaf7e8b4a7d9d09c97c0",19361
147,"MD 8bc48002ed8eeb04bc3c5b21979a0c65, 4420607e40c1672a7b0f7a3e67cb83ff",5238
148,"WA ed1d1f12cf48ce4b04d2b853c9278e80, 0712e1431b772485dea689e110a0f648",24904
149,"NC ef4f7e2df48b689d2684c40d1841c191, 1145c8ddf2f2c4d450749d0952697901",1847
150,"FL 81b0c309e7d279d9d87cd33095afe344, d50969da56097770affe872a145f4247",11997
151,"GA 18bbcf38787739d3213d6a37432f9b77, c98149ce7fe8c27695eb2a8efbd6ee80",16816
152,"NE a855e2d5954e47e4b3abc4c3db45c0fa, 0cdff8a59823ed3cafe7406e7edd6689",5282
153,"NC ca533d61f677bad97e991c661438325d, 0925d4e3212b5aaaf1360769ebdeaa9e",1650
154,"SC 326995a829fd1c43be63e1e1a86e0a95, 03b663a34fc4a81bf2dc8777a4dd3c9c",2517
155,"WA 127d7a0ddb34ea0ac66380d266c68738, b05d276de6443efc165bb7b2b826900d",3484
156,"IL 590fa8a1d0dca65b5f644cc7645ba375, 8bcb281ea5c603854b85b5daa8afbe53",16057
157,"NJ d39a566f9a805fa4dc91fa6fb8d6c3f6, 2dc9b8ec3ac351ee64eaeccb7a22ee98",8561
158,"MI 56accf4fe598362bfc70c6a48db5e889, e0f581e78ad763bf919810260aa62fcf",8761
159,"WI 441be57ba3944f597e386c515974abe7, a0e00c7d1539bc7a0990515754d28569",19148
160,"SC 6ef5b5f5cebffe1d91298019f757c358, 4e67d07a64984fb346e19b2bc217a8c3",28033
161,"IA 8217f23f659fea4233b7f1a8ff4f1ba7, 348d8b4b0bd3c03671dc3ebead95f82e",27113
162,"SC 09e00ecafbd059e244b7493351616f3a, 26644139f7463db64e557802223b47f9",11726
163,"ID 1d81144319de7735b7ee5532668fd18c, f26f951217266f48c3e7e8847dc72152",23962
164,"MI 5a75a014f5d5850cf93bf2a4e5e0952c, 103afc7dafa7aede5f3a6e782ef9f0da",7827
165,"AR bc63d2f1803c305a47f9e1b32dfe67b5, 1cfcf45a4739751b7664bd5e1236c735",19390
166,"MI 88b14b2882c1c9ac7873d24d21adbcc0, 769831a0012d47d70d52cbf90e788333",20786
167,"AZ 23bc150ee0bfa7d9f4a21f005f2a2f05, 1bcf4559935fb1215643adbcee228877",5977
168,"NJ 5bb2d4c46dcde74d186ed8506c88297d, f12bcc94a14bbbba810c8cb730340698",29612
169,"MN c4be303416bff01353452b7b3e104301, 5fdbdb20eee4e5ad17bf84529f4e3ff1",18177
170,"NJ 0d90a9ae2acdb1ed275d82636157f5ed, 782c99d627460940d5e1406266a41718",13270
171,"TN 77ea5c5792afe35107ca01bdb4c00b6c, 7a9f0473dd28b7a6d46787d5f636afcf",18766
172,"RI 8312f689901f9c3ce1d69f1dccbb9ebe, a3da2b92f91c6be00e61171e7078bb36",16658
173,"CO 82bd749d9effe3c2521da765e99c71a8, 86e06ccfd51f7f9f95b33efcf4219914",8432
174,"MO 1da99d315d4fa0afed025f429d155dcf, 781c19a7294f8be1cfcb390d406aab9d",15979
175,"FL 955d4de9e2b6833c9a9da6a7dbd8e8ad, 3d1c87bfb993b6fd44a38c138bff48fa",2082
176,"OH 36afd90e3d0d6b55c607850ca6e56d32, 099ab1c404935e8760e657c49345bcb6",21550
177,"VA a208960192d30ccc0f136a5351811d95, cd29ff51d8d61a5457076f01d8d60228",18908
178,"VA 6fe3418b33d8224987770a9157d85648, e911c0c5514076bb640005906b0332ba",18098
179,"IA c20275ac9afa71f027831a88122ee104, 27193d6cee91c8c9fed15bc4b0cd3729",16798
180,"MO d8506d7b28df8974af634062de5083e7, b68647c463db48d14a05eba5c5047253",11386
181,"AK d55ec0f1eca10b1a56b2693877380245, 03672115fc39b8827c43398edf625247",14389
182,"KY 0862da708882a60ad413cd4c5d74602e, 7dd180636e04eb85ae27d3837287c1bc",23081
183,"NJ 063b2fd682117fea0d1d218137d78003, e754f0711a00dd48b21d0040ab6e52be",7560
184,"VA 00397857aa230e762b2962fff1a7d887, d3751eb887faf36df98ee29987d0f659",5683
185,"CA c30cd5b48a52228e20d721aa089d031f, c2e1065b957d80a9ae63512025f24b80",17797
186,"GA bc9db2c4871de2f55fbc47250b2b9762, 898a4bbf1a62bc23d443624527a54c1a",10339
187,"ND d5cb09ef15858e7bfa28116194d8860c, 8de78a7cea60ca37b85ab76af9b1d1fb",13954
188,"NJ c7ef33809446e714d083855260606406, e1919e4edd0ae9f4ce46815f578a8145",24489
189,"ID 687ccb2d35956dac1c7f3a6906bcf5d1, 1ef8ff14ef9306b9a052109180712910",14132
190,"WV 82b1f31e4eddd8c125a9f58210337947, 5db6ebfa7c2b7ef9166de36a0899e3ff",24713
191,"NJ 956ad0cd658d1666cded15f71cf12905, ed3fedb43d36d550712351ec2fef6c60",12380
192,"TN 409e8ac2b43e56e5c0d3c5fc76e40981, 1950f40c3c631d9b7c8e7391c948a0b5",7451
193,"OK 7288d68c8c38a851e847eb3d8ee220f1, 1ada5a8868157abba091cc78912b081d",17084
194,"ID 1c7869929cdd45e334878c911d8d276e, b1b6fb56ec65b08a43449c4ea14e00c1",28304
195,"OR 6d9a9edebf069920643c338e215187ec, 9ca31edfb3dd71974601beea86e87af2",15466
196,"OH 73dd85dcce7017a57963c8a7f8e86311, 39bb8009170c17ba56e15f587da84cc0",7572
197,"NJ f48bb7b6ee86f7cb81e6a38587509724, 32b86ab9286a3f3c13b57d0780a2daf0",26896
198,"MO 80a2498b139957e95a0bbdf05c34b0d3, 044e442e06ad3f89cff3827c837b7967",25874
199,"NC 0c68b76ef9b06475a8863b1a1cda693e, c815a0d29f8be1cbc149e382eac9f7ee",10388
200,"FL cbcc2959ddfef1758e2b73d3cf61b524, 9fec0e345e443054c10cb594baf42899",18192
201,"CO f60adc68a58bb6ccfc77f34d95936b33, 9a24c5e88117bf1141a47156fb028803",8362
202,"CA 93fe331ce6e0b30e1346a507e5bd90ed, 19f9d690eeb52e1f2b16ab1cf7e8813b",25486
203,"MO 21e1505542439e9a5fcc00d0b5cef3da, e48a75d9ca3f79b642e997d4a183f567",21514
204,"LA 5bee705c810aa556d29a2c16acd4eecc, 1fa5a152b9ebdce2d12dbe52f89bd0af",3221
205,"IA 1430d3daa1d460a96a0a81000c9c9c9f, 9bda9939b6b8dd134975552258372657",19967
206,"IN 25d5da10b3444b2f3de3c95ed0f2694f, 565c58e81c1ac0905ac829e935f92101",8951
207,"IA ace139bbd543996ec8bfc9d5869e6b0a, 5c9b442e10650cde8ada3801fa31fa41",17700
208,"DE 2b9c608dcc9cc1252ec28a679fc2faee, ec13d13b7cbe67047f767cf7dcb1ca0c",15478
209,"CT bd19de507a088576ead3484f6e2ff107, 9f783799e26517797ca0e7a661f1156b",22697
210,"IN bfb0c3a47937c054cb55f69a404fc965, d87103a65be33a464bc5eb9b30552928",10706
211,"IL 589021910f3daba0aaed00c43b74437d, 870e4c594602218895cd93ed597338aa",28609
212,"WI 37657117eb1908069f154efad681117e, 82a85a4b2b582eb8a807af43a7f82c16",20537
213,"NE 9913af0f7f500ea21d0489a9d6e2d854, ba3d0fa6f4703d3857ee8162a92f76ef",9418
214,"IL f7e883e2c0f9675cab447de06a3892f1, 34b52f7e046a99eb2180145b1b6bd255",10420
215,"AZ e971f1d008c059c914c18ed6e6f5d6ea, 437b4e0a7e424d8ceb9e77ca9d348f9a",17168
216,"NY 09d6f3cd2eb428818ceae9bf88072da4, 9db5615d3fc8ece41f1b9ae7aaf97d71",22156
217,"IL 7c0f97d089b8407cd85cfe25c3375ac0, e5222ef5e138a3fb58ffba42c3250fab",5127
218,"NC 35f55eff3859e90f0cffcc8f47dba7b6, 2a7d9636c824972781c332ed3a39de4a",27623
219,"PA cb4f92ac3192602b595aa4021b15a1cd, 6d92786ae3c59e580314715f7c0985fc",12700
220,"AR 37cf5a6dcc6a051e9ccffe33fdc90806, f82181805c88e259b5bfe01435942e66",20091
221,"UT cef442366d3606c40b7765bac0f12d79, 2678217069150f915260157237c24460",8139
222,"IA 1de71bd50d162ea525aa5f6737f0a506, df4a562835c5b8811e54f161364c4914",11382
223,"ND ca25e10d3947ec72996acbb0cd6846a1, 4ae55883c4f1bdd510bc84b3b3b97678",22877
224,"VA 5b3580169758b3dc1355b701a81bc575, 67d32de87d237006fd2fd22ec828f0db",19915
225,"IL c1599bbd1daedf54cf6d08edfa0fe361, e5a5d2760a059ab593986bc920605f89",27769
226,"KY dce18207a1e6c847145def56661d51b8, ba23e20df691a3c2d63e580f10499281",1443
227,"TN 1a9590ca66e4642607640b8137afe85c, 1774826cbf85de814160a3c0e78b728a",2830
228,"TX 518fad8267bd394c8f01d75e92debf47, b5577c7e4e9875a420ba761b40daa7c8",24019
229,"NY 5c49d8131318ebd6d70db6b52056c546, 2ba81cef18bd05ddd9491d9c063a5d56",21056
230,"IA b427771983628226b582aade97ea0bb7, 9efa5922afdad3a1cc7995c98b203c31",488
231,"NY 6589171896cca471d083df538e09877c, e37d887b19be3c68b3f1242b8f828353",24472
232,"OK 15cdf4f805fae67e7844cc89863dfa93, 5c0c7829e92b383acc89b2ff53355fa0",28555
233,"NY a0d43403314a91ad22c398689d5ffc01, 47911ddb9181d09141319ed1fdc3d049",25000
234,"WY c43345843caf9c51e98230323e274f4e, 0525ec94a7b6a357bfaff549c5065eed",19417
235,"AK 8abed5861ac2a68356176f551aeee5df, a27fca9a33d0d0cb2834586945f76325",18096
236,"NM d160fb87e8d43bd2365cdef6ea8a2024, 81723b945743d7051fe03e6fb8c9af3f",25320
237,"CA 121da981fb89e6fb54cfa11eea996269, ecca384b9522c7cb5faaf3c3304786ac",29843
238,"IL 9721cc4c0851a5114876a58f040d87f2, 8f56eb7140b3ae52d7f719e4b02b1ce2",15260
239,"MD 8b92a473e1de0f6b1a3a34291adb26ad, 0b69c97ff0a7fcdb68f926e959731995",8434
240,"GA 9ac438a21dc0902b1f595087c5bbab19, 52b2598928a2ccca8719bc30ac8dac9a",7020
241,"NE 3c1b81a9ba52930948d54866e93cd3d1, 802bfe5c5642c18524d6c1afb2d5ffd5",28559
242,"PA 3b7b2dfca7e2615d3364dcc1530dd861, 1e7b44fe028d09487c91dbb6848bb101",5999
243,"SD 3843e916481ae28734c3f6a7fc54f8ef, bc15a992cbc07b31c48c140d0cd46ea7",9295
244,"MO 79224ebc0dc9ee5aefeeba8382e933e9, 9a5f1b8a8afe5425fb849c0266e56bdf",18027
245,"TX 20b8d305b8f7ec34ad9e44e31d9c3a09, f6217ab45e1c858963dfeec89dea338f",30257
246,"OK 0c1dea4f512a1ea21a36fc8cc5452dea, 8dcfa4b46a304fe34ae96d35fba3ae35",17731
247,"MN 66ac484968724520e253d14bcca9e555, 0b909014bffacee4777020442da8b1a1",14596
248,"VA e7a11b169bae5940201a9480d9235803, d421689237263df65435a47ceca83beb",6467
249,"NE eb0305797f5653a12bc70d26d831a599, a36e6cb5b4779357956bf244d91fb6af",1433
250,"MD 28363cb700e2f4a88ffb58e2a29271ec, 3a400abdbaa7ec24167403200e02363f",12808
251,"PA 9b11fc22f12bcebdc4b952ce8e526753, d93fc418098ac4369da790459cdf78a0",18395
252,"OK 384c49f2c9c56495ed645f78d226a8d0, e994e605d41b22a442839354b9df51f5",12518
253,"CT d0e3e717964a790f5d8ecb321de2a0d9, 16ebf3191b5a8d248f4faa9aaf8373d2",16800
254,"RI e26ad325494de8b6740838d66ae2b4dc, 06141b5b985897dc62bb2031c9761469",21306
255,"NC 74cbd21071fa446230805a97a9073e56, 683650962a1571288029ccbb46d739b0",29831
256,"CA 87429cb481a1ff97078208ae6ce8a558, e008e17dfb52fd224641be3630bff4cb",22344
257,"KY 5b75c67f10e9f5ca27366205f9a147cf, d5893112a1b86ba5ad3c1c26da63a046",10155
258,"PA 53b598da6ca54fd5ade259876725f223, ee6e80d287d27809bda678732995e446",30262
259,"NC c1024552a02997a1e25c21ded05d0bfd, 6dbff1f64bfc292538211d33d8a65203",27878
260,"PR 279d078386799ee2b97590718cf60719, 1cc46183ecd65bf396d970a3272ba6df",7254
261,"KS 360d2cbc4e9e47aced783cf871edac31, 8cb2a5bc91c42b267593d6b4e439d11a",19402
262,"NY 7c9f123c6063f4ba79ad83b72a49596c, 6109d138759b587994a4195287f983b3",15586
263,"PA 3dd610ac2d5f81d7d766107b2c89e7ee, 6f0599212dea12c8427b54592ecc1de2",23678
